dp,url,cat,title,BN_status
B01FKJWQRA,https://www.amazon.com/dp/B01FKJWQRA/?aod=1,,"Amazon.com: Kate Spade New York Clear Liquid Glitter Case for iPhone 6 / 6s - ""Glitter is My Favorite Color"" : Cell Phones & Accessories",Not added (4)
0521531829,https://www.amazon.com/dp/0521531829/?aod=1,,"Amazon.com: Upheavals of Thought: The Intelligence of Emotions: 9780521531825: Nussbaum, Martha C.: Books",Not added (13)
0671040847,https://www.amazon.com/dp/0671040847/?aod=1,Books › Literature & Fiction › United States,"Amazon.com: The Living Blood: 9780671040840: Due, Tananarive: Books",
B079582PVM,https://www.amazon.com/dp/B079582PVM/?aod=1,Toys & Games › Toy Figures & Playsets › Action Figures,Amazon.com: Funko Pop! Drag Queens: RuPaul Drag Race - RuPaul (Limited Edition Exclusive) #01 : Funko: Toys & Games,No button (0)
0340693258,https://www.amazon.com/dp/0340693258/?aod=1,,Conversations With God : An Uncommon Dialogue: Neale Donald Walsch: 9780340693254: Amazon.com: Books,
1478392673,https://www.amazon.com/dp/1478392673/?aod=1,Books › Literature & Fiction › Contemporary,"Quantum Roots: The Vigilante Sightings: Keyes, Kyle: 9781478392675: Amazon.com: Books",Added (1)
0345456882,https://www.amazon.com/dp/0345456882/?aod=1,Books › Medical Books › Medicine,"Five Quarts: A Personal and Natural History of Blood: Hayes, Bill B.: 9780345456885: Amazon.com: Books",
0099800403,https://www.amazon.com/dp/0099800403/?aod=1,Books › Literature & Fiction › Contemporary,"possession: Byatt, A.S.: 9780099800408: Amazon.com: Books",
B071R8DNX8,https://www.amazon.com/dp/B071R8DNX8/?aod=1,,"Amazon.com: NuBest Tall - Powerful Formula for Strong Bones, Immunity & Healthy Development with Calcium, Collagen & Herbs - for Children (5+) & Teens Who Don’t Drink Milk Daily - 60 Capsules | 1 Month Supply : Baby",Not added (1)
1620970147,https://www.amazon.com/dp/1620970147/?aod=1,,"We Too Sing America: South Asian, Arab, Muslim, and Sikh Immigrants Shape Our Multiracial Future: Iyer, Deepa: 9781620970140: Amazon.com: Books",Added (2)
0994462026,https://www.amazon.com/dp/0994462026/?aod=1,Books › Literature & Fiction › Poetry,"Verses: Gill, Chris: 9780994462022: Amazon.com: Books",
0984363319,https://www.amazon.com/dp/0984363319/?aod=1,Books › Children's Books › Science Fiction & Fantasy,"Gray Locke: The Witch of Clover Hill: Chicoine, C A: 9780984363315: Amazon.com: Books",
B003NQWS12,https://www.amazon.com/dp/B003NQWS12/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Antioxidants › Colloidal Minerals › Colloidal Silver","Amazon.com: Sovereign Silver Colloidal Silver Drops, 4 FZ : Health & Household",Not added (1)
B08M49JYZ2,https://www.amazon.com/dp/B08M49JYZ2/?aod=1,,"Amazon.com: Alani Nu Whey Protein Powder, 23g of Ultra-Premium, Low Fat Blend of Fast-digesting Protein, Munchies, 30 Servings : Health & Household",Not added (2)
2723466256,https://www.amazon.com/dp/2723466256/?aod=1,Books › Literature & Fiction › British & Irish,One piece - Tome 48 (Shônen): EIICHIRO ODA: 9782723466257: Amazon.com: Books,No button (0)
B07L18CCQ9,https://www.amazon.com/dp/B07L18CCQ9/?aod=1,"Grocery & Gourmet Food › Pantry Staples › Sauces, Gravies & Marinades › Hot Sauce",Amazon.com: Fiji Fire Chilli Hot Sauce 5 Ounces : Grocery & Gourmet Food,No button (0)
2700259122,https://www.amazon.com/dp/2700259122/?aod=1,,"Amazon.com: Les plieurs de temps - Camille à l'heure de vérité: 9782700259124: Fargetton, Manon: Books",Added (3)
8883955226,https://www.amazon.com/dp/8883955226/?aod=1,Books,TAROCCHI DELLE DEE: Maria Caratti: 9788883955228: Amazon.com: Books,No button (0)
B005DCZHRQ,https://www.amazon.com/dp/B005DCZHRQ/?aod=1,,"Amazon.com: Utz Old Fashioned Pretzel Rods – 27 oz. Barrel – Thick, Crunchy Pretzel Rod, Perfect for Dipping and Snacks, Zero Cholesterol Snack Food",No button (0)
B01EG0UHLQ,https://www.amazon.com/dp/B01EG0UHLQ/?aod=1,Home & Kitchen › Kitchen & Dining › Dining & Entertaining › Dinnerware & Serveware › Dinnerware › Bowls,"Amazon.com: Joseph Joseph Nest 9 Plus Nesting Set - Red, 9 Piece : Home & Kitchen",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B00P1NXFEE,https://www.amazon.com/dp/B00P1NXFEE/?aod=1,"Toys & Games › Collectible Toys › Statues, Bobbleheads & Busts › Statues",Amazon.com: Funko POP Literature: HP Lovecraft Cthulhu Action Figure : Funko Pop! Books: Toys & Games,
B09JBY93JG,https://www.amazon.com/dp/B09JBY93JG/?aod=1,,"Amazon.com: for Meizu Pro 6 Plus Case, Fashion Multicolor Magnetic Closure Leather Flip Case Cover with Card Holder for Meizu Pro 6 Plus (5.7”) : Cell Phones & Accessories",Not added (1)
B00L38KCGK,https://www.amazon.com/dp/B00L38KCGK/?aod=1,Beauty & Personal Care › Makeup › Eyes › Eyeliner,"Amazon.com : Rimmel London Exaggerate Waterproof Eye Definer, Rich Brown, 28g : Beauty & Personal Care",No button (0)
B07N6JMVS7,https://www.amazon.com/dp/B07N6JMVS7/?aod=1,Home & Kitchen › Home Décor Products › Candles & Holders › Candles › Pillars,"Amazon.com: Grindstore Magic Spell-Wisdom Set of 12 Blue Candles 10cm, 10.3 x 7.3 x 2.5 cms : Home & Kitchen",No button (0)
1433532336,https://www.amazon.com/dp/1433532336/?aod=1,Books › Christian Books & Bibles › Churches & Church Leadership,"Church Discipline: How the Church Protects the Name of Jesus (9Marks: Building Healthy Churches): Leeman, Jonathan, Leeman, Jonathan: 9781433532337: Amazon.com: Books",
3947062095,https://www.amazon.com/dp/3947062095/?aod=1,Books › Children's Books › Holidays & Celebrations,"Weihnachtshelfeelf (German Edition): Schloessin, Mrs Diana: 9783947062096: Amazon.com: Books",
B000E5U6PU,https://www.amazon.com/dp/B000E5U6PU/?aod=1,Automotive › Replacement Parts › Filters › Air Intake,"Amazon.com: K&N Cold Air Intake Kit: Increase Acceleration & Towing Power, Guaranteed to Increase Horsepower up to 14HP: Compatible with 4.0L, V6, 2008-2019 Nissan (Frontier, Xterra, Pathfinder), 63-6014 : Automotive",
B01MTAHK9X,https://www.amazon.com/dp/B01MTAHK9X/?aod=1,,Amazon.com: Size Matters Breast Cupping System : Health & Household,Not added (1)
2290113611,https://www.amazon.com/dp/2290113611/?aod=1,,Soumission (French Edition): Michel Houellebecq: 9782743601720: Amazon.com: Books,Not added (14)
B017IRK6Z6,https://www.amazon.com/dp/B017IRK6Z6/?aod=1,"Grocery & Gourmet Food › Pantry Staples › Sauces, Gravies & Marinades › Sauces › Asian › Curry Sauce",Amazon.com : Old El Paso Squeezy Sour Cream 230g - Pack of 2 : Grocery & Gourmet Food,Not added (1)
1787731154,https://www.amazon.com/dp/1787731154/?aod=1,Books › Comics & Graphic Novels › Graphic Novels,"Shades of Magic: The Steel Prince Vol. 3: The Rebel Army (Graphic Novel): Schwab, V. E.: 9781787731158: Amazon.com: Books",
B00008QOL6,https://www.amazon.com/dp/B00008QOL6/?aod=1,Video Games › PC › Games,Amazon.com: Painkiller - PC : Video Games,
B074HGD3H4,https://www.amazon.com/dp/B074HGD3H4/?aod=1,Toys & Games › Puzzles › Jigsaw Puzzles,Amazon.com: Professor Puzzle The Puzzle Collection Set of 10 : Toys & Games,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B01BAN30R0,https://www.amazon.com/dp/B01BAN30R0/?aod=1,"Electronics › GPS, Finders & Accessories › GPS System Accessories › Screen Protector Foils","Amazon.com: atFoliX Screen Protection Film Compatible with Tomtom GO 51 Screen Protector, Ultra-Clear FX Protective Film (3X) : Electronics",Not added (1)
B003Q5BTUG,https://www.amazon.com/dp/B003Q5BTUG/?aod=1,"Health & Household › Vitamins, Minerals & Supplements › Blended Vitamin & Mineral Supplements","Amazon.com: HerbsForever Jambul Powder – Eugenia Jambolana – Rich in Antioxidants, Iron and Vitamin A and Maintain Healthy Sugar Level – Non GMO, Organic, Vegan – 230 GMS : Health & Household",Not added (1)
000648039X,https://www.amazon.com/dp/000648039X/?aod=1,Books › Science Fiction & Fantasy › Fantasy,The Snare: Katharine Kerr: 9780006480396: Amazon.com: Books,
1250302617,https://www.amazon.com/dp/1250302617/?aod=1,Books › Literature & Fiction › United States,"Sacred Ground: A Novel: Lackey, Mercedes: 9781250302618: Amazon.com: Books",
2733913700,https://www.amazon.com/dp/2733913700/?aod=1,,"Le manipulateur pervers narcissique - Comment s'en libérer - Victimes, prenez le pouvoir sur votre vie !: Schmit, Geneviève: 9782733913703: Amazon.com: Books",
1511877715,https://www.amazon.com/dp/1511877715/?aod=1,,"The Inspection: A Kinky Lesbian New Adult Romance (DykeLove Quickies): Topaz, Jacintha: 9781511877718: Amazon.com: Books",No button (0)
0515149217,https://www.amazon.com/dp/0515149217/?aod=1,Books › Science Fiction & Fantasy › Science Fiction,"Amazon.com: Ruthless Game (A GhostWalker Novel): 9780515149210: Feehan, Christine: Books",
B076BNX2CD,https://www.amazon.com/dp/B076BNX2CD/?aod=1,,"Amazon.com: Petex 433110804 Steering Wheel Protective Diameter 38 cm TPE 1108 Ring, Black, M : Automotive",This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
B083LRLW88,https://www.amazon.com/dp/B083LRLW88/?aod=1,Books › Comics & Graphic Novels › Manga,"Amazon.com: My Hero Academia T23 (23): 9791032706084: Horikoshi, Kohei, Le Quéré, David: Books",No button (0)
1578636418,https://www.amazon.com/dp/1578636418/?aod=1,Books › Religion & Spirituality › New Age & Spirituality,"The Alchemical Visions Tarot: 78 Keys to Unlock Your Subconscious Mind (Book & Cards): Taussig, Arthur: 9781578636419: Amazon.com: Books",Not added (24)
1906142300,https://www.amazon.com/dp/1906142300/?aod=1,Books › Politics & Social Sciences › Politics & Government,"Londonistan: Phillips, Melanie: 9781906142308: Amazon.com: Books",
B01H1FHM3O,https://www.amazon.com/dp/B01H1FHM3O/?aod=1,Pet Supplies › Dogs › Beds & Furniture › Beds,Amazon.com : Nobby CENO Comfort Bed Oval Wine Red L x W x H: 45 x 40 x 19 cm : Pet Supplies,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
0451496833,https://www.amazon.com/dp/0451496833/?aod=1,Books › Arts & Photography › Graphic Design,"The Illuminated Tarot: 53 Cards for Divination & Gameplay (The Illuminated Art Series): Keegan, Caitlin: 9780451496836: Amazon.com: Books",Not added (32)
B002BJLYYO,https://www.amazon.com/dp/B002BJLYYO/?aod=1,Toys & Games › Novelty & Gag Toys › Magic Kits & Accessories,Amazon.com: Magic Makers Faded Rider Back Blue Bicycle Deck : Toys & Games,This item cannot be shipped to your selected delivery location. Please choose a different delivery location. (1)
0812983092,https://www.amazon.com/dp/0812983092/?aod=1,,"Amazon.com: The Greek Plays: Sixteen Plays by Aeschylus, Sophocles, and Euripides (Modern Library Classics): 9780812983098: Sophocles, Aeschylus, Euripides, Lefkowitz, Mary, Romm, James: Books",
1544054173,https://www.amazon.com/dp/1544054173/?aod=1,Books › Children's Books › Growing Up & Facts of Life,"Amazon.com: Riven (My Myth Trilogy): 9781544054179: Harris, Jane Alvey: Books",
B01N56JW5Y,https://www.amazon.com/dp/B01N56JW5Y/?aod=1,Stores › Breakroom › Coffee & Tea › Coffee Pods,"Amazon.com: Cameron's Coffee Organic Breakfast Blend Single-Serve Coffee Pods, Light Roast, 100% Arabica, 12 Count (Pack of 6)",Not added (1)
0425274500,https://www.amazon.com/dp/0425274500/?aod=1,"Books › Mystery, Thriller & Suspense › Mystery","Amazon.com: Berried Secrets (A Cranberry Cove Mystery): 9780425274507: Cochran, Peg: Books",
031613399X,https://www.amazon.com/dp/031613399X/?aod=1,,"Amazon.com: Daughter of Smoke & Bone (Daughter of Smoke & Bone (1)): 9780316133999: Taylor, Laini: Books",
1913802884,https://www.amazon.com/dp/1913802884/?aod=1,Books › Comics & Graphic Novels › Graphic Novels,"The Hellfire Verdict: Alvarez, Daniel, Covas, Joseph: 9781913802882: Amazon.com: Books",
2365774369,https://www.amazon.com/dp/2365774369/?aod=1,Books › Comics & Graphic Novels › Graphic Novels,"SUPERMAN UNCHAINED - Tome 0: Snyder Scott, Lee Jim: 9782365774369: Amazon.com: Books",
B077BT27T4,https://www.amazon.com/dp/B077BT27T4/?aod=1,Electronics › Computers & Accessories › Laptop Accessories › Security Locks,Amazon.com: Kensington - N17 Series Laptop Combination Lock 1 Unit : Electronics,No button (0)
B00CPJEGMW,https://www.amazon.com/dp/B00CPJEGMW/?aod=1,,"Amazon.com: NOW Supplements, Magnesium 400 mg, Enzyme Function*, Nervous System Support*, 180 Veg Capsules : Everything Else",Not added (3)
B0050I5PPM,https://www.amazon.com/dp/B0050I5PPM/?aod=1,Grocery & Gourmet Food › Snacks & Sweets › Chocolate Candy › Candy & Chocolate Bars,"Amazon.com : Rexim Toblerone Tiny Mix Box, 904 g : Grocery & Gourmet Food",Not added (2)
0986437301,https://www.amazon.com/dp/0986437301/?aod=1,Books › Literature & Fiction › Poetry,"Amazon.com: Hollywood Forever: 9780986437304: Holiday, Harmony: Books",
B09B7CRKVG,https://www.amazon.com/dp/B09B7CRKVG/?aod=1,,"Amazon.com : W7 - Very Vegan Gift Set - Natural Nudes Eyeshadow, Mascara, Highlighter, Lipstick Makeup Kit - Perfect, Vegan, Cruelty Free Makeup Gift Set : Beauty & Personal Care",No button (0)
1909232440,https://www.amazon.com/dp/1909232440/?aod=1,"Books › Cookbooks, Food & Wine › Beverages & Wine",The Dedalus Book of the Occult: The Dark Muse (Dedalus Concept Books): 9781909232440: Amazon.com: Books,Not added (7)
B000QUQT22,https://www.amazon.com/dp/B000QUQT22/?aod=1,,"Amazon.com: Hailo 3642131 Waste Collector TR Swing 40.3/35 for Cabinets with 400 mm Width with hinged Door, Plastic, Grey, 47.5 x 33.6 x 34.6 cm. : Everything Else",No button (0)
1786644622,https://www.amazon.com/dp/1786644622/?aod=1,Books › Science Fiction & Fantasy › Fantasy,"Amazon.com: Heroic Fantasy Short Stories (Gothic Fantasy): 9781786644626: Semper, Philippa, Ticknor, M. Elizabeth, O'Connor, Kate, Chapman, Zach, Macdonald, Susan Murrie, Haynes, Michael, Foster, Voss, Dawkins, Beth, Peters, A. Creg, Arkenberg, Therese, Renwick, Alexandra, Gitchell, Erin, Teffeau, Lauren C., Busboom, David, Power Jansen, Amy, Pi, Tony, Michal Hoyt, Joanna: Books",
0385339089,https://www.amazon.com/dp/0385339089/?aod=1,"Books › Mystery, Thriller & Suspense › Thrillers & Suspense","The Client: A Novel: Grisham, John: 9780385339087: Amazon.com: Books",
1999644204,https://www.amazon.com/dp/1999644204/?aod=1,,"We Are Terror: Damas, Hugo, Pezzillo, Gaetano: 9781999644208: Amazon.com: Books",
0986437301,https://www.amazon.com/dp/0986437301/?aod=1,Books › Literature & Fiction › Poetry,"Amazon.com: Hollywood Forever: 9780986437304: Holiday, Harmony: Books",
0307587789,https://www.amazon.com/dp/0307587789/?aod=1,,"The Joy of Sex: The Ultimate Revised Edition: Comfort, Alex: 9780274809103: Amazon.com: Books",No button (0)
B000WWK844,https://www.amazon.com/dp/B000WWK844/?aod=1,"Arts, Crafts & Sewing › Painting, Drawing & Art Supplies › Painting › Paints","Amazon.com: Jacquard Gum Arabic, 1 Ounce (JAC1648)",No button (0)
B001CVMDDS,https://www.amazon.com/dp/B001CVMDDS/?aod=1,,Fatboy Slim - You've Come a Long Way Baby: 10th Anniversary Edition - Amazon.com Music,No button (0)
0754616614,https://www.amazon.com/dp/0754616614/?aod=1,Books › Religion & Spirituality › Religious Studies,"Amazon.com: Gay and Lesbian Theologies: 9780754616610: Stuart, Elizabeth: Books",Added (6)
4790123928,https://www.amazon.com/dp/4790123928/?aod=1,Books › Foreign Language Books › Japanese,Amazon.com: 女の子×女の子コレクション 1: 9784790123927: Rokuroichi: Books,No button (0)
1644450038,https://www.amazon.com/dp/1644450038/?aod=1,,"Amazon.com: In the Dream House: A Memoir: 9781644450031: Machado, Carmen Maria: Books",Not added (6)
1785284800,https://www.amazon.com/dp/1785284800/?aod=1,Books › Computers & Technology › Certification,"Advanced Oracle PL/SQL Developer's Guide - Second Edition: Master the advanced concepts of PL/SQL for professional-level certification and learn the new capabilities of Oracle Database 12c: Gupta, Saurabh K.: 9781785284809: Amazon.com: Books",
B00YJJY892,https://www.amazon.com/dp/B00YJJY892/?aod=1,Beauty & Personal Care › Makeup › Lips › Lipstick,"Amazon.com : L'Oreal Paris Colour Riche Matte Lipcolour, Matte-Traction Red, 0.13 oz. ( Packaging may vary ) : Beauty & Personal Care",No button (0)
2361880962,https://www.amazon.com/dp/2361880962/?aod=1,,"Marie, Reine des Anges: Virtue, Doreen, Antolin, Marie-Noëlle: 9782361880965: Amazon.com: Books",
B07D5FKLCL,https://www.amazon.com/dp/B07D5FKLCL/?aod=1,,"Amazon.com: Addrena Estrohalt- DIM Supplement (Diindolylmethane) and Indole-3-Carbinol (I3C) Best Estrogen Blocker for Women & Men | Natural Aromatase Inhibitor Vitamin to Help PCOS, Menopause, and PMS : Health & Household",Not added (2)
B000OR2E4Y,https://www.amazon.com/dp/B000OR2E4Y/?aod=1,Musical Instruments,Amazon.com: Stagg 13314 14-Inch Plastic Cymbal - Black : Musical Instruments,No button (0)
1986913295,https://www.amazon.com/dp/1986913295/?aod=1,,"Conspiracy of Angels: MacNaughton, Laurence: 9781986913294: Amazon.com: Books",
B001GPAIXW,https://www.amazon.com/dp/B001GPAIXW/?aod=1,Health & Household › Household Supplies › Tobacco-Related Products › Cigarette Accessories › Machines,Amazon.com: TOP 70Mm Cigarette Rolling Machine : Health & Household,
1631401793,https://www.amazon.com/dp/1631401793/?aod=1,Books › Comics & Graphic Novels › Graphic Novels,"Superman The Silver Age Newspaper Dailies Volume 3: 1963–1966 (Superman Silver Age Dailies): Siegel, Jerry, Boring, Wayne: 9781631401794: Amazon.com: Books",No button (0)
0805448578,https://www.amazon.com/dp/0805448578/?aod=1,,"One New Man: The Cross and Racial Reconciliation in Pauline Theology: Williams, Jarvis, Schreiner, Thomas R.: 9780805448573: Amazon.com: Books",Not added (1)
